####################
## BD Targeted Multiplex Rhapsody Analysis Pipeline Version 1.9.1
## Analysis Date: 2021-03-22 18:21:46
## Sample: Rieger_Run9_Index3
## Reference: 902_TP53_one_gene_supplement_panel_plus_all__amplicons.fasta; common_abseq_final.fasta
## Sample Tags Version: Single-Cell Multiplex Kit - Human
####################
Cell_Index,Sample_Tag,Sample_Name
234562,SampleTag07_hs,#012CD34'
877701,SampleTag09_hs,#019CD34'
209658,SampleTag08_hs,#012CD34CD38'
790441,SampleTag07_hs,#012CD34'
768408,SampleTag07_hs,#012CD34'
94939,SampleTag07_hs,#012CD34'
462499,SampleTag07_hs,#012CD34'
619878,SampleTag07_hs,#012CD34'
598882,SampleTag09_hs,#019CD34'
143734,SampleTag07_hs,#012CD34'
268274,SampleTag07_hs,#012CD34'
761628,SampleTag07_hs,#012CD34'
868969,SampleTag08_hs,#012CD34CD38'
13385,SampleTag07_hs,#012CD34'
699986,Undetermined,Undetermined
704161,SampleTag08_hs,#012CD34CD38'
295970,SampleTag07_hs,#012CD34'
131983,SampleTag07_hs,#012CD34'
75146,SampleTag07_hs,#012CD34'
784993,SampleTag07_hs,#012CD34'
654781,SampleTag09_hs,#019CD34'
723213,SampleTag07_hs,#012CD34'
554681,SampleTag07_hs,#012CD34'
817934,SampleTag09_hs,#019CD34'
234572,SampleTag09_hs,#019CD34'
767013,SampleTag07_hs,#012CD34'
257554,SampleTag07_hs,#012CD34'
558594,SampleTag09_hs,#019CD34'
872059,SampleTag07_hs,#012CD34'
347356,SampleTag09_hs,#019CD34'
707820,SampleTag07_hs,#012CD34'
231977,Multiplet,Multiplet
506697,SampleTag07_hs,#012CD34'
635166,SampleTag07_hs,#012CD34'
829534,SampleTag07_hs,#012CD34'
750159,SampleTag07_hs,#012CD34'
483711,SampleTag09_hs,#019CD34'
145121,SampleTag07_hs,#012CD34'
835546,SampleTag08_hs,#012CD34CD38'
55902,SampleTag08_hs,#012CD34CD38'
42819,SampleTag10_hs,#019CD34CD38'
843280,SampleTag07_hs,#012CD34'
425837,SampleTag07_hs,#012CD34'
252947,SampleTag07_hs,#012CD34'
860283,SampleTag07_hs,#012CD34'
584997,Multiplet,Multiplet
709924,SampleTag07_hs,#012CD34'
436404,SampleTag08_hs,#012CD34CD38'
824451,SampleTag09_hs,#019CD34'
579137,Multiplet,Multiplet
149450,SampleTag07_hs,#012CD34'
146592,SampleTag07_hs,#012CD34'
90172,SampleTag07_hs,#012CD34'
561190,SampleTag07_hs,#012CD34'
348458,SampleTag08_hs,#012CD34CD38'
805961,SampleTag07_hs,#012CD34'
741916,Multiplet,Multiplet
102227,SampleTag10_hs,#019CD34CD38'
858875,SampleTag09_hs,#019CD34'
75116,SampleTag07_hs,#012CD34'
843155,SampleTag09_hs,#019CD34'
461663,SampleTag07_hs,#012CD34'
194655,SampleTag07_hs,#012CD34'
870250,SampleTag08_hs,#012CD34CD38'
341953,SampleTag07_hs,#012CD34'
55292,SampleTag10_hs,#019CD34CD38'
288656,SampleTag07_hs,#012CD34'
62021,SampleTag07_hs,#012CD34'
64669,SampleTag09_hs,#019CD34'
504718,SampleTag07_hs,#012CD34'
457567,SampleTag07_hs,#012CD34'
604650,SampleTag07_hs,#012CD34'
745909,SampleTag07_hs,#012CD34'
250484,SampleTag09_hs,#019CD34'
405705,SampleTag07_hs,#012CD34'
443560,SampleTag07_hs,#012CD34'
761325,SampleTag08_hs,#012CD34CD38'
95162,SampleTag08_hs,#012CD34CD38'
524780,SampleTag07_hs,#012CD34'
871519,SampleTag07_hs,#012CD34'
491569,SampleTag07_hs,#012CD34'
470925,SampleTag07_hs,#012CD34'
290956,SampleTag07_hs,#012CD34'
465734,SampleTag09_hs,#019CD34'
523533,Multiplet,Multiplet
366164,SampleTag07_hs,#012CD34'
332662,SampleTag08_hs,#012CD34CD38'
803157,Multiplet,Multiplet
471704,SampleTag07_hs,#012CD34'
216821,SampleTag07_hs,#012CD34'
455654,SampleTag08_hs,#012CD34CD38'
131943,SampleTag07_hs,#012CD34'
592757,SampleTag07_hs,#012CD34'
736387,SampleTag08_hs,#012CD34CD38'
615264,SampleTag07_hs,#012CD34'
265141,SampleTag07_hs,#012CD34'
619943,SampleTag08_hs,#012CD34CD38'
741877,SampleTag07_hs,#012CD34'
697308,SampleTag07_hs,#012CD34'
688621,SampleTag09_hs,#019CD34'
645852,SampleTag08_hs,#012CD34CD38'
752894,SampleTag07_hs,#012CD34'
159756,SampleTag07_hs,#012CD34'
450010,SampleTag07_hs,#012CD34'
21458,SampleTag07_hs,#012CD34'
605697,SampleTag07_hs,#012CD34'
85813,SampleTag07_hs,#012CD34'
367209,SampleTag08_hs,#012CD34CD38'
803825,SampleTag07_hs,#012CD34'
832466,SampleTag07_hs,#012CD34'
664797,SampleTag07_hs,#012CD34'
679044,SampleTag07_hs,#012CD34'
822247,SampleTag07_hs,#012CD34'
102441,SampleTag07_hs,#012CD34'
688992,SampleTag09_hs,#019CD34'
579586,SampleTag07_hs,#012CD34'
845712,SampleTag07_hs,#012CD34'
439584,SampleTag07_hs,#012CD34'
642648,SampleTag07_hs,#012CD34'
230528,SampleTag07_hs,#012CD34'
693324,SampleTag07_hs,#012CD34'
182874,SampleTag07_hs,#012CD34'
570587,SampleTag08_hs,#012CD34CD38'
795743,SampleTag07_hs,#012CD34'
228591,SampleTag07_hs,#012CD34'
575626,SampleTag07_hs,#012CD34'
868667,SampleTag07_hs,#012CD34'
847588,Multiplet,Multiplet
772311,SampleTag07_hs,#012CD34'
56471,SampleTag07_hs,#012CD34'
583160,SampleTag07_hs,#012CD34'
783173,SampleTag09_hs,#019CD34'
361024,SampleTag07_hs,#012CD34'
423038,SampleTag07_hs,#012CD34'
583032,SampleTag07_hs,#012CD34'
288488,SampleTag07_hs,#012CD34'
458033,SampleTag07_hs,#012CD34'
751462,SampleTag07_hs,#012CD34'
856207,SampleTag07_hs,#012CD34'
275116,SampleTag07_hs,#012CD34'
37074,SampleTag08_hs,#012CD34CD38'
554440,SampleTag10_hs,#019CD34CD38'
497296,SampleTag07_hs,#012CD34'
351725,SampleTag07_hs,#012CD34'
614388,SampleTag07_hs,#012CD34'
59522,SampleTag09_hs,#019CD34'
559795,SampleTag07_hs,#012CD34'
671059,SampleTag07_hs,#012CD34'
614211,SampleTag07_hs,#012CD34'
693845,SampleTag07_hs,#012CD34'
476583,SampleTag07_hs,#012CD34'
389381,SampleTag09_hs,#019CD34'
341667,SampleTag07_hs,#012CD34'
295256,SampleTag07_hs,#012CD34'
710608,SampleTag09_hs,#019CD34'
66172,Multiplet,Multiplet
557198,SampleTag07_hs,#012CD34'
588547,SampleTag07_hs,#012CD34'
664042,SampleTag07_hs,#012CD34'
685339,SampleTag09_hs,#019CD34'
771130,SampleTag08_hs,#012CD34CD38'
716177,SampleTag09_hs,#019CD34'
596244,SampleTag07_hs,#012CD34'
485418,SampleTag09_hs,#019CD34'
255373,SampleTag07_hs,#012CD34'
162020,SampleTag07_hs,#012CD34'
115884,SampleTag10_hs,#019CD34CD38'
80260,SampleTag07_hs,#012CD34'
595881,SampleTag07_hs,#012CD34'
715864,SampleTag08_hs,#012CD34CD38'
589332,SampleTag07_hs,#012CD34'
512096,Multiplet,Multiplet
24901,SampleTag07_hs,#012CD34'
59110,SampleTag07_hs,#012CD34'
292813,SampleTag07_hs,#012CD34'
694009,SampleTag08_hs,#012CD34CD38'
866275,SampleTag08_hs,#012CD34CD38'
608344,SampleTag07_hs,#012CD34'
72397,SampleTag07_hs,#012CD34'
821713,SampleTag07_hs,#012CD34'
146373,SampleTag07_hs,#012CD34'
378824,SampleTag07_hs,#012CD34'
806128,SampleTag08_hs,#012CD34CD38'
697794,SampleTag07_hs,#012CD34'
358272,SampleTag07_hs,#012CD34'
693959,SampleTag07_hs,#012CD34'
431878,SampleTag08_hs,#012CD34CD38'
554608,SampleTag09_hs,#019CD34'
706861,SampleTag07_hs,#012CD34'
835764,SampleTag10_hs,#019CD34CD38'
216763,SampleTag07_hs,#012CD34'
789655,SampleTag09_hs,#019CD34'
17847,SampleTag07_hs,#012CD34'
667916,SampleTag07_hs,#012CD34'
723100,SampleTag08_hs,#012CD34CD38'
204618,SampleTag07_hs,#012CD34'
456668,SampleTag07_hs,#012CD34'
535423,SampleTag07_hs,#012CD34'
703978,SampleTag07_hs,#012CD34'
686849,SampleTag07_hs,#012CD34'
44114,SampleTag07_hs,#012CD34'
861793,Multiplet,Multiplet
714188,SampleTag09_hs,#019CD34'
529702,SampleTag07_hs,#012CD34'
143548,SampleTag08_hs,#012CD34CD38'
78918,SampleTag07_hs,#012CD34'
507263,SampleTag08_hs,#012CD34CD38'
650870,SampleTag07_hs,#012CD34'
518405,SampleTag09_hs,#019CD34'
16450,SampleTag07_hs,#012CD34'
846978,SampleTag07_hs,#012CD34'
559867,SampleTag07_hs,#012CD34'
686170,SampleTag09_hs,#019CD34'
741104,SampleTag10_hs,#019CD34CD38'
469228,SampleTag09_hs,#019CD34'
116679,SampleTag07_hs,#012CD34'
854155,SampleTag07_hs,#012CD34'
877862,SampleTag09_hs,#019CD34'
55136,SampleTag07_hs,#012CD34'
830779,SampleTag07_hs,#012CD34'
765240,SampleTag08_hs,#012CD34CD38'
272654,SampleTag07_hs,#012CD34'
654080,SampleTag07_hs,#012CD34'
575835,SampleTag07_hs,#012CD34'
278414,SampleTag07_hs,#012CD34'
52575,SampleTag07_hs,#012CD34'
541919,SampleTag07_hs,#012CD34'
573697,SampleTag07_hs,#012CD34'
6035,SampleTag07_hs,#012CD34'
364802,SampleTag09_hs,#019CD34'
253245,SampleTag07_hs,#012CD34'
830379,SampleTag07_hs,#012CD34'
776018,SampleTag07_hs,#012CD34'
559922,SampleTag08_hs,#012CD34CD38'
630530,SampleTag07_hs,#012CD34'
456926,SampleTag07_hs,#012CD34'
420228,SampleTag09_hs,#019CD34'
817824,SampleTag07_hs,#012CD34'
194048,SampleTag07_hs,#012CD34'
43523,SampleTag07_hs,#012CD34'
372723,SampleTag09_hs,#019CD34'
369027,SampleTag07_hs,#012CD34'
280464,SampleTag07_hs,#012CD34'
397074,SampleTag07_hs,#012CD34'
223919,SampleTag07_hs,#012CD34'
702588,SampleTag07_hs,#012CD34'
714941,Multiplet,Multiplet
450891,Multiplet,Multiplet
703604,SampleTag07_hs,#012CD34'
864266,SampleTag07_hs,#012CD34'
114863,SampleTag09_hs,#019CD34'
308405,SampleTag07_hs,#012CD34'
469841,SampleTag07_hs,#012CD34'
451979,SampleTag08_hs,#012CD34CD38'
196648,SampleTag07_hs,#012CD34'
149425,SampleTag07_hs,#012CD34'
202930,SampleTag07_hs,#012CD34'
339585,SampleTag07_hs,#012CD34'
199193,SampleTag07_hs,#012CD34'
143152,SampleTag10_hs,#019CD34CD38'
686756,SampleTag07_hs,#012CD34'
826188,Multiplet,Multiplet
161987,SampleTag07_hs,#012CD34'
355080,SampleTag08_hs,#012CD34CD38'
537203,SampleTag09_hs,#019CD34'
19262,SampleTag07_hs,#012CD34'
677292,Multiplet,Multiplet
813482,SampleTag07_hs,#012CD34'
202551,Undetermined,Undetermined
182426,SampleTag07_hs,#012CD34'
296879,SampleTag09_hs,#019CD34'
478272,SampleTag07_hs,#012CD34'
656070,SampleTag08_hs,#012CD34CD38'
812971,SampleTag07_hs,#012CD34'
261285,SampleTag09_hs,#019CD34'
703925,SampleTag09_hs,#019CD34'
406373,SampleTag07_hs,#012CD34'
123030,SampleTag07_hs,#012CD34'
309576,SampleTag10_hs,#019CD34CD38'
281595,SampleTag07_hs,#012CD34'
275518,SampleTag07_hs,#012CD34'
397539,SampleTag07_hs,#012CD34'
756888,SampleTag07_hs,#012CD34'
783060,SampleTag07_hs,#012CD34'
561918,SampleTag07_hs,#012CD34'
698639,SampleTag09_hs,#019CD34'
342091,SampleTag07_hs,#012CD34'
689688,SampleTag07_hs,#012CD34'
845789,SampleTag10_hs,#019CD34CD38'
13887,SampleTag07_hs,#012CD34'
469759,SampleTag09_hs,#019CD34'
730517,SampleTag07_hs,#012CD34'
138689,SampleTag08_hs,#012CD34CD38'
548491,SampleTag07_hs,#012CD34'
39171,SampleTag07_hs,#012CD34'
876387,SampleTag09_hs,#019CD34'
563753,SampleTag08_hs,#012CD34CD38'
441485,SampleTag08_hs,#012CD34CD38'
81653,SampleTag07_hs,#012CD34'
819777,Multiplet,Multiplet
647840,SampleTag07_hs,#012CD34'
331017,SampleTag07_hs,#012CD34'
562778,SampleTag07_hs,#012CD34'
3737,SampleTag07_hs,#012CD34'
797510,SampleTag07_hs,#012CD34'
242727,SampleTag07_hs,#012CD34'
425938,SampleTag07_hs,#012CD34'
455622,SampleTag07_hs,#012CD34'
519385,SampleTag07_hs,#012CD34'
70886,SampleTag09_hs,#019CD34'
539914,SampleTag09_hs,#019CD34'
325801,SampleTag09_hs,#019CD34'
742728,SampleTag07_hs,#012CD34'
590585,SampleTag08_hs,#012CD34CD38'
781242,SampleTag09_hs,#019CD34'
44744,SampleTag07_hs,#012CD34'
660860,SampleTag07_hs,#012CD34'
153387,SampleTag07_hs,#012CD34'
668143,SampleTag08_hs,#012CD34CD38'
682660,SampleTag07_hs,#012CD34'
348634,SampleTag07_hs,#012CD34'
407988,SampleTag07_hs,#012CD34'
614018,SampleTag07_hs,#012CD34'
632780,SampleTag07_hs,#012CD34'
247075,SampleTag07_hs,#012CD34'
198574,SampleTag07_hs,#012CD34'
445018,SampleTag09_hs,#019CD34'
22906,SampleTag07_hs,#012CD34'
348008,SampleTag07_hs,#012CD34'
675645,SampleTag08_hs,#012CD34CD38'
698129,SampleTag09_hs,#019CD34'
602476,SampleTag08_hs,#012CD34CD38'
872737,SampleTag07_hs,#012CD34'
244774,SampleTag07_hs,#012CD34'
67710,Multiplet,Multiplet
540375,SampleTag07_hs,#012CD34'
682757,SampleTag07_hs,#012CD34'
10972,SampleTag10_hs,#019CD34CD38'
231792,SampleTag07_hs,#012CD34'
43256,SampleTag09_hs,#019CD34'
482193,SampleTag09_hs,#019CD34'
271280,SampleTag07_hs,#012CD34'
357636,Multiplet,Multiplet
626700,SampleTag08_hs,#012CD34CD38'
100265,SampleTag07_hs,#012CD34'
674655,SampleTag09_hs,#019CD34'
710680,SampleTag07_hs,#012CD34'
523671,SampleTag07_hs,#012CD34'
54663,SampleTag07_hs,#012CD34'
63475,SampleTag09_hs,#019CD34'
172270,SampleTag07_hs,#012CD34'
336756,SampleTag07_hs,#012CD34'
314198,SampleTag07_hs,#012CD34'
803318,SampleTag07_hs,#012CD34'
32143,SampleTag07_hs,#012CD34'
800912,SampleTag09_hs,#019CD34'
439302,SampleTag08_hs,#012CD34CD38'
63949,SampleTag07_hs,#012CD34'
770717,SampleTag07_hs,#012CD34'
497321,SampleTag07_hs,#012CD34'
596173,SampleTag07_hs,#012CD34'
801580,SampleTag10_hs,#019CD34CD38'
585046,Multiplet,Multiplet
